cnt,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed
11,29/11/2011,4,0,11,11,0,2,3,0.5,0.4848,0.88,0.2985
18,29/11/2011,4,0,11,12,0,2,3,0.42,0.4242,0.82,0.4179
22,29/11/2011,4,0,11,13,0,2,3,0.42,0.4242,0.77,0.2836
36,29/11/2011,4,0,11,14,0,2,3,0.4,0.4091,0.94,0.194
65,29/11/2011,4,0,11,15,0,2,3,0.4,0.4091,0.87,0.3284
151,29/11/2011,4,0,11,16,0,2,3,0.4,0.4091,0.87,0.2239
354,29/11/2011,4,0,11,17,0,2,2,0.4,0.4091,0.87,0.2985
358,29/11/2011,4,0,11,18,0,2,2,0.4,0.4091,0.82,0.2985
250,29/11/2011,4,0,11,19,0,2,2,0.4,0.4091,0.82,0.3284
184,29/11/2011,4,0,11,20,0,2,2,0.38,0.3939,0.87,0.2537
125,29/11/2011,4,0,11,21,0,2,2,0.38,0.3939,0.87,0.2537
95,29/11/2011,4,0,11,22,0,2,1,0.38,0.3939,0.82,0.2985
53,29/11/2011,4,0,11,23,0,2,1,0.36,0.3333,0.76,0.3881
24,30/11/2011,4,0,11,0,0,3,1,0.36,0.3333,0.62,0.4179
8,30/11/2011,4,0,11,1,0,3,1,0.34,0.303,0.66,0.3284
5,30/11/2011,4,0,11,2,0,3,1,0.32,0.3182,0.7,0.1642
1,30/11/2011,4,0,11,3,0,3,1,0.32,0.3182,0.7,0.1642
5,30/11/2011,4,0,11,4,0,3,1,0.3,0.2879,0.75,0.2239
22,30/11/2011,4,0,11,5,0,3,1,0.28,0.2727,0.81,0.194
103,30/11/2011,4,0,11,6,0,3,1,0.26,0.2727,0.87,0.1045
285,30/11/2011,4,0,11,7,0,3,1,0.26,0.2727,0.81,0.1045
478,30/11/2011,4,0,11,8,0,3,1,0.28,0.2727,0.81,0.194
193,30/11/2011,4,0,11,9,0,3,1,0.3,0.2879,0.75,0.2836
110,30/11/2011,4,0,11,10,0,3,1,0.34,0.3182,0.66,0.2239
122,30/11/2011,4,0,11,11,0,3,1,0.38,0.3939,0.54,0.2985
160,30/11/2011,4,0,11,12,0,3,2,0.36,0.3333,0.53,0.2836
147,30/11/2011,4,0,11,13,0,3,2,0.38,0.3939,0.43,0.3582
112,30/11/2011,4,0,11,14,0,3,2,0.38,0.3939,0.43,0.3582
115,30/11/2011,4,0,11,15,0,3,1,0.36,0.3333,0.46,0.3284
226,30/11/2011,4,0,11,16,0,3,1,0.36,0.3333,0.46,0.2836
380,30/11/2011,4,0,11,17,0,3,2,0.34,0.303,0.49,0.3284
376,30/11/2011,4,0,11,18,0,3,1,0.34,0.303,0.49,0.3284
279,30/11/2011,4,0,11,19,0,3,2,0.32,0.303,0.57,0.2836
190,30/11/2011,4,0,11,20,0,3,2,0.32,0.303,0.57,0.2836
135,30/11/2011,4,0,11,21,0,3,1,0.32,0.2879,0.53,0.3881
87,30/11/2011,4,0,11,22,0,3,1,0.3,0.2727,0.56,0.2985
50,30/11/2011,4,0,11,23,0,3,1,0.28,0.2576,0.52,0.2836
20,01/12/2011,4,0,12,0,0,4,1,0.28,0.2576,0.52,0.3284
10,01/12/2011,4,0,12,1,0,4,1,0.26,0.2424,0.6,0.2836
9,01/12/2011,4,0,12,2,0,4,1,0.26,0.2273,0.56,0.2985
7,01/12/2011,4,0,12,3,0,4,1,0.26,0.2424,0.56,0.2537
1,01/12/2011,4,0,12,4,0,4,1,0.26,0.2424,0.56,0.2836
24,01/12/2011,4,0,12,5,0,4,1,0.26,0.2424,0.56,0.2537
97,01/12/2011,4,0,12,6,0,4,1,0.24,0.2121,0.65,0.2836
276,01/12/2011,4,0,12,7,0,4,1,0.24,0.2121,0.65,0.3582
477,01/12/2011,4,0,12,8,0,4,1,0.26,0.2273,0.6,0.3284
224,01/12/2011,4,0,12,9,0,4,1,0.3,0.2727,0.52,0.3284
93,01/12/2011,4,0,12,10,0,4,1,0.32,0.303,0.53,0.2985
102,01/12/2011,4,0,12,11,0,4,1,0.34,0.3182,0.49,0.2537
148,01/12/2011,4,0,12,12,0,4,1,0.36,0.3485,0.46,0.2239
154,01/12/2011,4,0,12,13,0,4,1,0.4,0.4091,0.4,0.2239
150,01/12/2011,4,0,12,14,0,4,1,0.4,0.4091,0.4,0.2239
154,01/12/2011,4,0,12,15,0,4,1,0.4,0.4091,0.4,0.2239
201,01/12/2011,4,0,12,16,0,4,1,0.4,0.4091,0.4,0.194
418,01/12/2011,4,0,12,17,0,4,1,0.36,0.3485,0.46,0.1343
405,01/12/2011,4,0,12,18,0,4,1,0.36,0.3636,0.43,0.1045
228,01/12/2011,4,0,12,19,0,4,1,0.34,0.3485,0.46,0.1045
190,01/12/2011,4,0,12,20,0,4,1,0.34,0.3485,0.46,0.1045
162,01/12/2011,4,0,12,21,0,4,1,0.3,0.3182,0.61,0.1045
104,01/12/2011,4,0,12,22,0,4,1,0.3,0.3333,0.61,0
73,01/12/2011,4,0,12,23,0,4,1,0.26,0.2879,0.7,0.0896
38,02/12/2011,4,0,12,0,0,5,1,0.26,0.2879,0.7,0.0896
15,02/12/2011,4,0,12,1,0,5,1,0.24,0.2879,0.75,0
10,02/12/2011,4,0,12,2,0,5,1,0.24,0.2879,0.75,0
1,02/12/2011,4,0,12,3,0,5,1,0.22,0.2727,0.8,0
3,02/12/2011,4,0,12,4,0,5,1,0.22,0.2727,0.8,0
23,02/12/2011,4,0,12,5,0,5,1,0.22,0.2576,0.8,0.0896
87,02/12/2011,4,0,12,6,0,5,1,0.22,0.2727,0.8,0
205,02/12/2011,4,0,12,7,0,5,1,0.22,0.2576,0.87,0.0896
445,02/12/2011,4,0,12,8,0,5,1,0.24,0.2879,0.87,0
246,02/12/2011,4,0,12,9,0,5,1,0.28,0.3182,0.81,0
105,02/12/2011,4,0,12,10,0,5,1,0.3,0.2879,0.75,0.2239
160,02/12/2011,4,0,12,11,0,5,1,0.34,0.3333,0.66,0.1642
204,02/12/2011,4,0,12,12,0,5,1,0.36,0.3485,0.57,0.1343
207,02/12/2011,4,0,12,13,0,5,1,0.4,0.4091,0.47,0.1343
170,02/12/2011,4,0,12,14,0,5,1,0.42,0.4242,0.44,0.1045
199,02/12/2011,4,0,12,15,0,5,1,0.42,0.4242,0.41,0.0896
276,02/12/2011,4,0,12,16,0,5,1,0.42,0.4242,0.41,0.0896
411,02/12/2011,4,0,12,17,0,5,1,0.42,0.4242,0.38,0
372,02/12/2011,4,0,12,18,0,5,1,0.4,0.4091,0.5,0
265,02/12/2011,4,0,12,19,0,5,1,0.34,0.3182,0.53,0.2537
190,02/12/2011,4,0,12,20,0,5,1,0.38,0.3939,0.4,0.2836
111,02/12/2011,4,0,12,21,0,5,1,0.34,0.3333,0.49,0.194
102,02/12/2011,4,0,12,22,0,5,1,0.32,0.3182,0.53,0.194
95,02/12/2011,4,0,12,23,0,5,1,0.32,0.303,0.53,0.2836
75,03/12/2011,4,0,12,0,0,6,1,0.3,0.2879,0.56,0.2537
71,03/12/2011,4,0,12,1,0,6,1,0.26,0.2576,0.65,0.194
50,03/12/2011,4,0,12,2,0,6,1,0.26,0.2576,0.65,0.1642
9,03/12/2011,4,0,12,3,0,6,1,0.24,0.2424,0.7,0.1343
8,03/12/2011,4,0,12,4,0,6,1,0.22,0.2273,0.75,0.1343
6,03/12/2011,4,0,12,5,0,6,1,0.24,0.2576,0.7,0.0896
11,03/12/2011,4,0,12,6,0,6,1,0.24,0.2576,0.65,0.1045
26,03/12/2011,4,0,12,7,0,6,1,0.22,0.2576,0.75,0.0896
63,03/12/2011,4,0,12,8,0,6,1,0.24,0.2576,0.75,0.0896
124,03/12/2011,4,0,12,9,0,6,1,0.26,0.2727,0.7,0.1045
195,03/12/2011,4,0,12,10,0,6,1,0.32,0.3333,0.61,0.1343
275,03/12/2011,4,0,12,11,0,6,1,0.32,0.3333,0.57,0.0896
358,03/12/2011,4,0,12,12,0,6,1,0.36,0.3788,0.5,0
292,03/12/2011,4,0,12,13,0,6,1,0.36,0.3636,0.5,0.0896
343,03/12/2011,4,0,12,14,0,6,1,0.36,0.3788,0.46,0
337,03/12/2011,4,0,12,15,0,6,1,0.38,0.3939,0.46,0
305,03/12/2011,4,0,12,16,0,6,1,0.38,0.3939,0.46,0
232,03/12/2011,4,0,12,17,0,6,1,0.36,0.3788,0.62,0
224,03/12/2011,4,0,12,18,0,6,1,0.34,0.3333,0.53,0.1343
175,03/12/2011,4,0,12,19,0,6,1,0.3,0.3182,0.61,0.0896
127,03/12/2011,4,0,12,20,0,6,1,0.3,0.3182,0.61,0.0896
109,03/12/2011,4,0,12,21,0,6,2,0.3,0.3182,0.61,0.0896
114,03/12/2011,4,0,12,22,0,6,2,0.32,0.3333,0.61,0.0896
85,03/12/2011,4,0,12,23,0,6,1,0.3,0.303,0.7,0.1343
83,04/12/2011,4,0,12,0,0,0,1,0.3,0.3182,0.7,0.1045
74,04/12/2011,4,0,12,1,0,0,1,0.3,0.3182,0.75,0.0896
62,04/12/2011,4,0,12,2,0,0,1,0.26,0.303,0.81,0
41,04/12/2011,4,0,12,3,0,0,1,0.28,0.3182,0.75,0
11,04/12/2011,4,0,12,4,0,0,1,0.26,0.303,0.87,0
4,04/12/2011,4,0,12,5,0,0,1,0.26,0.303,0.81,0
4,04/12/2011,4,0,12,6,0,0,1,0.24,0.2879,0.93,0
26,04/12/2011,4,0,12,7,0,0,1,0.26,0.303,0.87,0
55,04/12/2011,4,0,12,8,0,0,1,0.26,0.303,0.87,0
126,04/12/2011,4,0,12,9,0,0,1,0.3,0.3333,0.81,0
216,04/12/2011,4,0,12,10,0,0,1,0.32,0.3333,0.81,0.1343
254,04/12/2011,4,0,12,11,0,0,1,0.34,0.3333,0.81,0.1642
329,04/12/2011,4,0,12,12,0,0,1,0.36,0.3485,0.81,0.1642
357,04/12/2011,4,0,12,13,0,0,1,0.4,0.4091,0.66,0.2239
323,04/12/2011,4,0,12,14,0,0,1,0.42,0.4242,0.62,0.1343
296,04/12/2011,4,0,12,15,0,0,1,0.42,0.4242,0.62,0.194
330,04/12/2011,4,0,12,16,0,0,1,0.42,0.4242,0.58,0.2239
245,04/12/2011,4,0,12,17,0,0,1,0.38,0.3939,0.76,0.1343
171,04/12/2011,4,0,12,18,0,0,1,0.38,0.3939,0.71,0
173,04/12/2011,4,0,12,19,0,0,1,0.38,0.3939,0.76,0
124,04/12/2011,4,0,12,20,0,0,1,0.36,0.3485,0.76,0.1343
72,04/12/2011,4,0,12,21,0,0,1,0.36,0.3636,0.81,0.1045
64,04/12/2011,4,0,12,22,0,0,1,0.34,0.3485,0.87,0.1045
45,04/12/2011,4,0,12,23,0,0,1,0.34,0.3485,0.87,0.1045
24,05/12/2011,4,0,12,0,0,1,1,0.32,0.3333,0.87,0.0896
12,05/12/2011,4,0,12,1,0,1,1,0.32,0.3485,0.87,0
8,05/12/2011,4,0,12,2,0,1,1,0.32,0.3485,0.87,0
2,05/12/2011,4,0,12,3,0,1,1,0.32,0.3485,0.87,0
7,05/12/2011,4,0,12,4,0,1,1,0.3,0.3182,0.87,0.1045
25,05/12/2011,4,0,12,5,0,1,1,0.3,0.3182,0.87,0.1045
90,05/12/2011,4,0,12,6,0,1,1,0.3,0.3182,0.93,0.0896
283,05/12/2011,4,0,12,7,0,1,1,0.32,0.3485,0.9,0
404,05/12/2011,4,0,12,8,0,1,1,0.32,0.3485,0.93,0
190,05/12/2011,4,0,12,9,0,1,2,0.36,0.3636,0.87,0.0896
87,05/12/2011,4,0,12,10,0,1,2,0.36,0.3636,0.87,0.0896
123,05/12/2011,4,0,12,11,0,1,2,0.36,0.3636,0.87,0.0896
154,05/12/2011,4,0,12,12,0,1,2,0.4,0.4091,0.76,0.1045
171,05/12/2011,4,0,12,13,0,1,2,0.42,0.4242,0.71,0.0896
133,05/12/2011,4,0,12,14,0,1,2,0.46,0.4545,0.67,0
148,05/12/2011,4,0,12,15,0,1,2,0.46,0.4545,0.72,0.0896
248,05/12/2011,4,0,12,16,0,1,1,0.5,0.4848,0.63,0.0896
446,05/12/2011,4,0,12,17,0,1,1,0.42,0.4242,0.77,0
399,05/12/2011,4,0,12,18,0,1,1,0.44,0.4394,0.77,0
308,05/12/2011,4,0,12,19,0,1,2,0.46,0.4545,0.77,0
205,05/12/2011,4,0,12,20,0,1,2,0.46,0.4545,0.82,0.1045
176,05/12/2011,4,0,12,21,0,1,2,0.44,0.4394,0.88,0.0896
106,05/12/2011,4,0,12,22,0,1,2,0.44,0.4394,0.88,0.1343
62,05/12/2011,4,0,12,23,0,1,2,0.46,0.4545,0.88,0.1343
28,06/12/2011,4,0,12,0,0,2,2,0.5,0.4848,0.77,0.2985
16,06/12/2011,4,0,12,1,0,2,2,0.46,0.4545,0.88,0.2985
3,06/12/2011,4,0,12,2,0,2,2,0.46,0.4545,0.87,0.194
3,06/12/2011,4,0,12,3,0,2,2,0.46,0.4545,0.87,0.194
7,06/12/2011,4,0,12,4,0,2,3,0.46,0.4545,0.88,0.2239
20,06/12/2011,4,0,12,5,0,2,3,0.46,0.4545,0.88,0.2239
86,06/12/2011,4,0,12,6,0,2,2,0.44,0.4394,0.94,0.2836
234,06/12/2011,4,0,12,7,0,2,2,0.46,0.4545,0.94,0.194
414,06/12/2011,4,0,12,8,0,2,2,0.46,0.4545,0.94,0.194
204,06/12/2011,4,0,12,9,0,2,2,0.46,0.4545,0.94,0.2239
50,06/12/2011,4,0,12,10,0,2,3,0.46,0.4545,0.94,0.2836
32,06/12/2011,4,0,12,11,0,2,3,0.46,0.4545,0.94,0.2537
55,06/12/2011,4,0,12,12,0,2,3,0.46,0.4545,1,0.2239
71,06/12/2011,4,0,12,13,0,2,3,0.46,0.4545,1,0.194
75,06/12/2011,4,0,12,14,0,2,3,0.48,0.4697,1,0.2239
45,06/12/2011,4,0,12,15,0,2,3,0.5,0.4848,1,0.194
88,06/12/2011,4,0,12,16,0,2,3,0.46,0.4545,1,0.2537
262,06/12/2011,4,0,12,17,0,2,2,0.46,0.4545,1,0.2239
304,06/12/2011,4,0,12,18,0,2,2,0.46,0.4545,1,0.2836
233,06/12/2011,4,0,12,19,0,2,3,0.46,0.4545,1,0.2985
110,06/12/2011,4,0,12,20,0,2,3,0.46,0.4545,1,0.2985
114,06/12/2011,4,0,12,21,0,2,2,0.44,0.4394,1,0.194
87,06/12/2011,4,0,12,22,0,2,3,0.46,0.4545,1,0.1642
53,06/12/2011,4,0,12,23,0,2,3,0.46,0.4545,1,0.1642
33,07/12/2011,4,0,12,0,0,3,1,0.44,0.4394,1,0.194
13,07/12/2011,4,0,12,1,0,3,2,0.46,0.4545,1,0.2537
6,07/12/2011,4,0,12,2,0,3,3,0.46,0.4545,1,0.2239
3,07/12/2011,4,0,12,3,0,3,3,0.46,0.4545,1,0.2239
1,07/12/2011,4,0,12,4,0,3,3,0.46,0.4545,1,0.1642
3,07/12/2011,4,0,12,5,0,3,3,0.46,0.4545,1,0.1642
18,07/12/2011,4,0,12,6,0,3,3,0.48,0.4697,1,0.4179
46,07/12/2011,4,0,12,7,0,3,3,0.44,0.4394,1,0.1045
86,07/12/2011,4,0,12,8,0,3,3,0.44,0.4394,1,0
64,07/12/2011,4,0,12,9,0,3,3,0.44,0.4394,1,0.2537
33,07/12/2011,4,0,12,10,0,3,3,0.44,0.4394,1,0.0896
50,07/12/2011,4,0,12,11,0,3,3,0.44,0.4394,1,0.0896
33,07/12/2011,4,0,12,12,0,3,3,0.44,0.4394,1,0.1343
33,07/12/2011,4,0,12,13,0,3,3,0.44,0.4394,1,0.194
25,07/12/2011,4,0,12,14,0,3,3,0.44,0.4394,1,0.194
30,07/12/2011,4,0,12,15,0,3,3,0.42,0.4242,0.94,0.2239
31,07/12/2011,4,0,12,16,0,3,3,0.42,0.4242,0.94,0.194
52,07/12/2011,4,0,12,17,0,3,3,0.4,0.4091,1,0.3284
51,07/12/2011,4,0,12,18,0,3,3,0.4,0.4091,0.94,0.2985
33,07/12/2011,4,0,12,19,0,3,3,0.34,0.2879,0.87,0.6418
26,07/12/2011,4,0,12,20,0,3,3,0.34,0.2879,0.87,0.6418
6,07/12/2011,4,0,12,21,0,3,3,0.3,0.2576,0.87,0.5224
13,07/12/2011,4,0,12,22,0,3,3,0.24,0.197,0.93,0.4478
16,07/12/2011,4,0,12,23,0,3,1,0.24,0.2121,0.93,0.3881
21,08/12/2011,4,0,12,0,0,4,2,0.26,0.2273,0.87,0.2985
7,08/12/2011,4,0,12,1,0,4,1,0.26,0.2273,0.81,0.3582
4,08/12/2011,4,0,12,2,0,4,1,0.28,0.2727,0.65,0.2239
1,08/12/2011,4,0,12,3,0,4,1,0.26,0.2273,0.6,0.2985
2,08/12/2011,4,0,12,4,0,4,2,0.24,0.197,0.6,0.4627
12,08/12/2011,4,0,12,5,0,4,1,0.22,0.2121,0.64,0.2239
71,08/12/2011,4,0,12,6,0,4,1,0.22,0.2121,0.55,0.2836
244,08/12/2011,4,0,12,7,0,4,1,0.22,0.2121,0.6,0.2239
429,08/12/2011,4,0,12,8,0,4,1,0.22,0.2121,0.55,0.2836
225,08/12/2011,4,0,12,9,0,4,1,0.24,0.2121,0.52,0.3881
110,08/12/2011,4,0,12,10,0,4,1,0.26,0.2273,0.52,0.3284
106,08/12/2011,4,0,12,11,0,4,1,0.28,0.2727,0.52,0.2537
156,08/12/2011,4,0,12,12,0,4,1,0.28,0.2576,0.52,0.3284
124,08/12/2011,4,0,12,13,0,4,1,0.3,0.2727,0.49,0.3582
137,08/12/2011,4,0,12,14,0,4,1,0.32,0.303,0.45,0.2537
117,08/12/2011,4,0,12,15,0,4,1,0.32,0.3333,0.45,0.1343
208,08/12/2011,4,0,12,16,0,4,1,0.32,0.3182,0.45,0.194
331,08/12/2011,4,0,12,17,0,4,1,0.3,0.3182,0.49,0.1045
318,08/12/2011,4,0,12,18,0,4,1,0.28,0.2727,0.52,0.2239
232,08/12/2011,4,0,12,19,0,4,1,0.26,0.2727,0.56,0.1045
175,08/12/2011,4,0,12,20,0,4,1,0.26,0.2727,0.6,0.1045
139,08/12/2011,4,0,12,21,0,4,1,0.28,0.303,0.61,0.0896
92,08/12/2011,4,0,12,22,0,4,1,0.26,0.2727,0.65,0.1343
61,08/12/2011,4,0,12,23,0,4,1,0.24,0.2576,0.7,0.1045
34,09/12/2011,4,0,12,0,0,5,1,0.24,0.2879,0.65,0
14,09/12/2011,4,0,12,1,0,5,1,0.24,0.2879,0.65,0
12,09/12/2011,4,0,12,2,0,5,1,0.24,0.2879,0.7,0
6,09/12/2011,4,0,12,3,0,5,1,0.22,0.2727,0.8,0
2,09/12/2011,4,0,12,4,0,5,1,0.22,0.2727,0.8,0
20,09/12/2011,4,0,12,5,0,5,1,0.22,0.2727,0.8,0
63,09/12/2011,4,0,12,6,0,5,1,0.22,0.2576,0.8,0.0896
199,09/12/2011,4,0,12,7,0,5,1,0.22,0.2576,0.75,0.0896
385,09/12/2011,4,0,12,8,0,5,1,0.24,0.2879,0.81,0
264,09/12/2011,4,0,12,9,0,5,1,0.26,0.2879,0.81,0.0896
126,09/12/2011,4,0,12,10,0,5,2,0.3,0.303,0.7,0.1642
136,09/12/2011,4,0,12,11,0,5,1,0.32,0.303,0.7,0.2537
173,09/12/2011,4,0,12,12,0,5,1,0.36,0.3333,0.57,0.2985
168,09/12/2011,4,0,12,13,0,5,1,0.38,0.3939,0.5,0.194
187,09/12/2011,4,0,12,14,0,5,1,0.38,0.3939,0.46,0.2836
189,09/12/2011,4,0,12,15,0,5,1,0.38,0.3939,0.46,0.2836
250,09/12/2011,4,0,12,16,0,5,1,0.36,0.3485,0.62,0.1343
362,09/12/2011,4,0,12,17,0,5,1,0.34,0.3485,0.66,0.1045
318,09/12/2011,4,0,12,18,0,5,1,0.34,0.3636,0.61,0
199,09/12/2011,4,0,12,19,0,5,1,0.34,0.3636,0.61,0
150,09/12/2011,4,0,12,20,0,5,1,0.3,0.3333,0.81,0
140,09/12/2011,4,0,12,21,0,5,1,0.3,0.3333,0.75,0
129,09/12/2011,4,0,12,22,0,5,1,0.28,0.3182,0.87,0
94,09/12/2011,4,0,12,23,0,5,1,0.28,0.3182,0.81,0
77,10/12/2011,4,0,12,0,0,6,2,0.26,0.2727,0.81,0.1045
66,10/12/2011,4,0,12,1,0,6,2,0.26,0.2576,0.7,0.1642
60,10/12/2011,4,0,12,2,0,6,2,0.28,0.303,0.61,0.0896
25,10/12/2011,4,0,12,3,0,6,2,0.28,0.303,0.61,0.0896
3,10/12/2011,4,0,12,4,0,6,2,0.26,0.2727,0.65,0.1045
6,10/12/2011,4,0,12,5,0,6,1,0.26,0.2576,0.6,0.1642
11,10/12/2011,4,0,12,6,0,6,1,0.24,0.2576,0.65,0.1045
11,10/12/2011,4,0,12,7,0,6,1,0.24,0.2273,0.65,0.194
73,10/12/2011,4,0,12,8,0,6,1,0.26,0.2727,0.65,0.1343
149,10/12/2011,4,0,12,9,0,6,1,0.28,0.2576,0.61,0.2836
192,10/12/2011,4,0,12,10,0,6,1,0.32,0.303,0.57,0.2537
236,10/12/2011,4,0,12,11,0,6,1,0.32,0.2879,0.53,0.4179
283,10/12/2011,4,0,12,12,0,6,1,0.32,0.2879,0.45,0.4179
286,10/12/2011,4,0,12,13,0,6,1,0.34,0.303,0.34,0.4179
293,10/12/2011,4,0,12,14,0,6,1,0.34,0.303,0.31,0.3284
299,10/12/2011,4,0,12,15,0,6,1,0.34,0.303,0.34,0.3582
241,10/12/2011,4,0,12,16,0,6,1,0.32,0.2879,0.31,0.3881
185,10/12/2011,4,0,12,17,0,6,1,0.28,0.2576,0.36,0.3284
172,10/12/2011,4,0,12,18,0,6,1,0.26,0.2576,0.38,0.2239
154,10/12/2011,4,0,12,19,0,6,1,0.26,0.2424,0.38,0.2836
124,10/12/2011,4,0,12,20,0,6,1,0.24,0.2273,0.35,0.2239
83,10/12/2011,4,0,12,21,0,6,1,0.22,0.2121,0.44,0.2239
95,10/12/2011,4,0,12,22,0,6,1,0.22,0.2273,0.41,0.1343
66,10/12/2011,4,0,12,23,0,6,1,0.2,0.2121,0.47,0.1642
74,11/12/2011,4,0,12,0,0,0,1,0.2,0.197,0.51,0.2239
62,11/12/2011,4,0,12,1,0,0,1,0.16,0.1515,0.59,0.2239
52,11/12/2011,4,0,12,2,0,0,1,0.18,0.1667,0.55,0.2537
19,11/12/2011,4,0,12,3,0,0,1,0.16,0.1818,0.59,0.1343
5,11/12/2011,4,0,12,4,0,0,1,0.16,0.1667,0.59,0.1642
6,11/12/2011,4,0,12,5,0,0,1,0.18,0.2121,0.59,0.1045
10,11/12/2011,4,0,12,6,0,0,1,0.16,0.2273,0.59,0
31,11/12/2011,4,0,12,7,0,0,1,0.18,0.2424,0.55,0
72,11/12/2011,4,0,12,8,0,0,1,0.16,0.2273,0.69,0
107,11/12/2011,4,0,12,9,0,0,1,0.2,0.2576,0.59,0
194,11/12/2011,4,0,12,10,0,0,1,0.24,0.2879,0.44,0
197,11/12/2011,4,0,12,11,0,0,1,0.26,0.303,0.35,0
288,11/12/2011,4,0,12,12,0,0,1,0.26,0.303,0.35,0
268,11/12/2011,4,0,12,13,0,0,1,0.3,0.3333,0.31,0
242,11/12/2011,4,0,12,14,0,0,1,0.3,0.3333,0.28,0
266,11/12/2011,4,0,12,15,0,0,1,0.3,0.3333,0.26,0
206,11/12/2011,4,0,12,16,0,0,1,0.3,0.3333,0.26,0
163,11/12/2011,4,0,12,17,0,0,1,0.28,0.3182,0.3,0
163,11/12/2011,4,0,12,18,0,0,1,0.24,0.2273,0.48,0.194
105,11/12/2011,4,0,12,19,0,0,1,0.22,0.2273,0.55,0.194
72,11/12/2011,4,0,12,20,0,0,1,0.22,0.2424,0.55,0.1045
63,11/12/2011,4,0,12,21,0,0,1,0.22,0.2727,0.55,0
43,11/12/2011,4,0,12,22,0,0,1,0.22,0.2727,0.55,0
35,11/12/2011,4,0,12,23,0,0,1,0.2,0.2576,0.69,0
20,12/12/2011,4,0,12,0,0,1,1,0.2,0.2273,0.69,0.0896
9,12/12/2011,4,0,12,1,0,1,1,0.2,0.2576,0.69,0
4,12/12/2011,4,0,12,2,0,1,1,0.2,0.2576,0.69,0
2,12/12/2011,4,0,12,3,0,1,1,0.18,0.2424,0.74,0
3,12/12/2011,4,0,12,4,0,1,1,0.18,0.2424,0.74,0
21,12/12/2011,4,0,12,5,0,1,1,0.16,0.2273,0.8,0
64,12/12/2011,4,0,12,6,0,1,1,0.16,0.1818,0.8,0.1045
235,12/12/2011,4,0,12,7,0,1,1,0.14,0.1515,0.86,0.1343
385,12/12/2011,4,0,12,8,0,1,2,0.16,0.1818,0.8,0.1045
220,12/12/2011,4,0,12,9,0,1,2,0.18,0.2121,0.74,0.0896
105,12/12/2011,4,0,12,10,0,1,2,0.22,0.2424,0.69,0.1045
115,12/12/2011,4,0,12,11,0,1,2,0.26,0.2879,0.6,0.0896
145,12/12/2011,4,0,12,12,0,1,1,0.28,0.2879,0.52,0.1045
166,12/12/2011,4,0,12,13,0,1,2,0.3,0.3182,0.52,0.1045
111,12/12/2011,4,0,12,14,0,1,2,0.32,0.3333,0.53,0.1343
132,12/12/2011,4,0,12,15,0,1,2,0.32,0.3333,0.57,0.1045
214,12/12/2011,4,0,12,16,0,1,2,0.32,0.3333,0.57,0.0896
359,12/12/2011,4,0,12,17,0,1,2,0.3,0.3333,0.56,0
357,12/12/2011,4,0,12,18,0,1,1,0.3,0.3182,0.56,0.0896
241,12/12/2011,4,0,12,19,0,1,1,0.28,0.303,0.61,0.0896
165,12/12/2011,4,0,12,20,0,1,1,0.3,0.3182,0.56,0.0896
121,12/12/2011,4,0,12,21,0,1,1,0.26,0.303,0.81,0
71,12/12/2011,4,0,12,22,0,1,1,0.26,0.303,0.7,0
45,12/12/2011,4,0,12,23,0,1,1,0.24,0.2879,0.75,0
17,13/12/2011,4,0,12,0,0,2,1,0.22,0.2727,0.8,0
4,13/12/2011,4,0,12,1,0,2,1,0.2,0.2576,0.8,0
2,13/12/2011,4,0,12,2,0,2,1,0.2,0.2576,0.8,0
3,13/12/2011,4,0,12,3,0,2,1,0.18,0.2424,0.8,0
4,13/12/2011,4,0,12,4,0,2,1,0.2,0.2576,0.8,0
20,13/12/2011,4,0,12,5,0,2,1,0.18,0.2424,0.86,0
92,13/12/2011,4,0,12,6,0,2,1,0.2,0.2576,0.8,0
223,13/12/2011,4,0,12,7,0,2,1,0.16,0.1667,0.8,0.1642
400,13/12/2011,4,0,12,8,0,2,1,0.2,0.2273,0.69,0.1045
233,13/12/2011,4,0,12,9,0,2,1,0.26,0.2576,0.6,0.1642
102,13/12/2011,4,0,12,10,0,2,1,0.3,0.303,0.52,0.1642
124,13/12/2011,4,0,12,11,0,2,1,0.34,0.3182,0.46,0.2537
167,13/12/2011,4,0,12,12,0,2,1,0.36,0.3333,0.43,0.3582
127,13/12/2011,4,0,12,13,0,2,1,0.4,0.4091,0.37,0.3284
134,13/12/2011,4,0,12,14,0,2,1,0.4,0.4091,0.37,0.2537
151,13/12/2011,4,0,12,15,0,2,1,0.4,0.4091,0.35,0.2537
207,13/12/2011,4,0,12,16,0,2,1,0.38,0.3939,0.37,0.2537
398,13/12/2011,4,0,12,17,0,2,1,0.36,0.3485,0.4,0.194
382,13/12/2011,4,0,12,18,0,2,1,0.34,0.3182,0.42,0.2239
267,13/12/2011,4,0,12,19,0,2,1,0.32,0.3182,0.49,0.1642
161,13/12/2011,4,0,12,20,0,2,1,0.32,0.3182,0.49,0.1642
139,13/12/2011,4,0,12,21,0,2,1,0.3,0.303,0.52,0.1642
107,13/12/2011,4,0,12,22,0,2,1,0.3,0.303,0.52,0.1642
